what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1328809018292
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1328809018344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809029974
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1328809030010
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328809030589
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328809032426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809033567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809036683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809037072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809038331
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328809048321
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328809048433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809062233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809191565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809197940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809288418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809290047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809290936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809307070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809327595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809328755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809329578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809331466
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328809332755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809332825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809339305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809340013
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809348143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809389479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809399888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809779992
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1328809780040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809788611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809877038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809915500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809918072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809926291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809959114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809972121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328809997238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810035733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810039650
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328810077015
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328810081568
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328810134499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810135186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810137829
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328810142685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810165484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810206396
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328810213766
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328810215985
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328810216389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810217647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810222931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810226162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810237291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810242526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810252049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810254094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810270227
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328810272604
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328810274947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328810289895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810292439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328810339249
